timestamp,side,price,size,trade_id
2025-08-22T14:58:35.892968,sell,112342.57000000,0.01200000,fill_ask_1755867515892968
2025-08-22T14:58:35.894821,sell,112342.57000000,0.01200000,fill_ask_1755867515894822
2025-08-22T14:58:35.967762,sell,112342.57000000,0.00021000,fill_ask_1755867515967763
2025-08-22T14:58:36.145027,sell,112342.57000000,0.00007000,fill_ask_1755867516145027
2025-08-22T14:58:36.172505,sell,112342.57000000,0.02670000,fill_ask_1755867516172505
2025-08-22T14:58:36.683277,buy,112342.56000000,0.00008000,fill_bid_1755867516683278
2025-08-22T14:58:38.107341,buy,112342.56000000,0.00007000,fill_bid_1755867518107348
2025-08-22T14:58:38.417644,buy,112342.56000000,0.00005000,fill_bid_1755867518417644
2025-08-22T14:58:39.024737,buy,112342.56000000,0.00007000,fill_bid_1755867519024738
2025-08-22T14:58:39.280895,sell,112342.57000000,0.03717000,fill_ask_1755867519280896
2025-08-22T14:58:39.280981,sell,112342.57000000,0.00005000,fill_ask_1755867519280981
2025-08-22T14:58:39.281052,sell,112342.57000000,0.00005000,fill_ask_1755867519281051
2025-08-22T14:58:39.281121,sell,112342.57000000,0.00005000,fill_ask_1755867519281121
2025-08-22T14:58:39.281189,sell,112342.57000000,0.00005000,fill_ask_1755867519281189
2025-08-22T14:58:39.281257,sell,112342.57000000,0.00005000,fill_ask_1755867519281257
2025-08-22T14:58:39.281324,sell,112342.57000000,0.00005000,fill_ask_1755867519281324
2025-08-22T14:58:39.281417,sell,112342.57000000,0.00005000,fill_ask_1755867519281417
2025-08-22T14:58:39.281520,sell,112342.57000000,0.00005000,fill_ask_1755867519281520
2025-08-22T14:58:39.281623,sell,112342.57000000,0.00039000,fill_ask_1755867519281623
2025-08-22T14:58:39.281707,sell,112342.57000000,0.00070000,fill_ask_1755867519281707
2025-08-22T14:58:39.281778,sell,112342.57000000,0.00005000,fill_ask_1755867519281779
2025-08-22T14:58:39.281847,sell,112342.57000000,0.00005000,fill_ask_1755867519281847
2025-08-22T14:58:39.281916,sell,112342.57000000,0.00005000,fill_ask_1755867519281916
2025-08-22T14:58:39.281983,sell,112342.57000000,0.00010000,fill_ask_1755867519281983
2025-08-22T14:58:39.282050,sell,112342.57000000,0.02618000,fill_ask_1755867519282050
2025-08-22T14:58:39.354671,sell,112342.57000000,0.00007000,fill_ask_1755867519354672
2025-08-22T14:58:39.500280,buy,112342.56000000,0.00010000,fill_bid_1755867519500281
2025-08-22T14:58:39.522936,buy,112342.56000000,0.00728000,fill_bid_1755867519522936
2025-08-22T14:58:39.580921,sell,112342.57000000,0.00067000,fill_ask_1755867519580922
2025-08-22T14:58:40.305814,buy,112342.56000000,0.00009000,fill_bid_1755867520305815
2025-08-22T14:58:40.409946,sell,112342.57000000,0.00089000,fill_ask_1755867520409947
2025-08-22T14:58:40.784559,sell,112342.57000000,0.00004000,fill_ask_1755867520784559
2025-08-22T14:58:41.818767,buy,112342.56000000,0.00007000,fill_bid_1755867521818769
2025-08-22T14:58:42.277368,sell,112342.57000000,0.00028000,fill_ask_1755867522277368
2025-08-22T14:58:43.357788,sell,112342.57000000,0.00007000,fill_ask_1755867523357787
2025-08-22T14:58:44.479787,sell,112342.57000000,0.00044000,fill_ask_1755867524479789
2025-08-22T14:58:44.564647,buy,112342.56000000,0.00007000,fill_bid_1755867524564647
2025-08-22T14:58:44.595948,sell,112342.57000000,0.00010000,fill_ask_1755867524595948
2025-08-22T14:58:44.604252,sell,112342.57000000,0.00100000,fill_ask_1755867524604251
2025-08-22T14:58:44.761898,buy,112342.56000000,0.00008000,fill_bid_1755867524761899
2025-08-22T14:58:45.227718,sell,112342.57000000,0.00097000,fill_ask_1755867525227718
2025-08-22T14:58:45.320766,buy,112342.56000000,0.05000000,fill_bid_1755867525320767
2025-08-22T14:58:45.320899,buy,112342.56000000,0.03024000,fill_bid_1755867525320899
2025-08-22T14:58:45.321003,buy,112342.56000000,0.01512000,fill_bid_1755867525321003
2025-08-22T14:58:45.328970,buy,112342.56000000,0.00102000,fill_bid_1755867525328971
2025-08-22T14:58:45.529510,buy,112342.56000000,0.01038000,fill_bid_1755867525529509
2025-08-22T14:58:45.636293,sell,112342.57000000,0.00033000,fill_ask_1755867525636293
2025-08-22T14:58:45.820789,sell,112342.57000000,0.00007000,fill_ask_1755867525820789
2025-08-22T14:58:45.881208,sell,112342.57000000,0.00088000,fill_ask_1755867525881208
2025-08-22T14:58:45.890737,sell,112342.57000000,0.00031000,fill_ask_1755867525890736
2025-08-22T14:58:45.981889,sell,112342.57000000,0.01000000,fill_ask_1755867525981890
2025-08-22T14:58:46.014363,buy,112342.56000000,0.00345000,fill_bid_1755867526014362
2025-08-22T14:58:46.297822,sell,112342.57000000,0.00019000,fill_ask_1755867526297822
2025-08-22T14:58:46.617199,sell,112342.57000000,0.00050000,fill_ask_1755867526617200
2025-08-22T14:58:46.950533,buy,112342.56000000,0.00007000,fill_bid_1755867526950533
2025-08-22T14:58:47.109778,buy,112342.56000000,0.00084000,fill_bid_1755867527109783
2025-08-22T14:58:47.302221,buy,112342.56000000,0.00031000,fill_bid_1755867527302222
2025-08-22T14:58:47.517230,sell,112342.57000000,0.00143000,fill_ask_1755867527517236
2025-08-22T14:58:48.009579,buy,112342.56000000,0.00068000,fill_bid_1755867528009583
2025-08-22T14:58:48.604521,sell,112342.57000000,0.00007000,fill_ask_1755867528604521
2025-08-22T14:58:48.655594,sell,112342.57000000,0.00200000,fill_ask_1755867528655593
2025-08-22T14:58:48.705606,sell,112342.57000000,0.00041000,fill_ask_1755867528705606
2025-08-22T14:58:48.810661,sell,112342.57000000,0.00890000,fill_ask_1755867528810661
2025-08-22T14:58:48.859564,sell,112342.57000000,0.00033000,fill_ask_1755867528859564
2025-08-22T14:58:48.862912,sell,112342.57000000,0.01662000,fill_ask_1755867528862912
2025-08-22T14:58:49.645805,sell,112342.57000000,0.00009000,fill_ask_1755867529645805
2025-08-22T14:58:49.681618,buy,112342.56000000,0.02470000,fill_bid_1755867529681619
2025-08-22T14:58:49.684153,buy,112342.56000000,0.03024000,fill_bid_1755867529684153
2025-08-22T14:58:49.684241,buy,112342.56000000,0.05000000,fill_bid_1755867529684240
2025-08-22T14:58:49.684359,buy,112342.56000000,0.00555000,fill_bid_1755867529684358
2025-08-22T14:58:49.690609,buy,112342.56000000,0.05000000,fill_bid_1755867529690610
2025-08-22T14:58:49.748290,buy,112342.56000000,0.00428000,fill_bid_1755867529748290
2025-08-22T14:58:49.748413,buy,112342.56000000,0.00438000,fill_bid_1755867529748412
2025-08-22T14:58:49.776958,buy,112342.56000000,0.03024000,fill_bid_1755867529776958
2025-08-22T14:58:49.777023,buy,112342.56000000,0.01512000,fill_bid_1755867529777024
2025-08-22T14:58:49.785484,buy,112342.56000000,0.05000000,fill_bid_1755867529785484
2025-08-22T14:58:49.792906,buy,112342.56000000,0.02670000,fill_bid_1755867529792906
2025-08-22T14:58:49.794755,buy,112342.56000000,0.01900000,fill_bid_1755867529794755
2025-08-22T14:58:49.802572,buy,112342.56000000,0.00152000,fill_bid_1755867529802572
2025-08-22T14:58:49.802762,buy,112342.56000000,0.00698000,fill_bid_1755867529802763
2025-08-22T14:58:49.806639,sell,112342.57000000,0.00445000,fill_ask_1755867529806639
2025-08-22T14:58:49.809750,buy,112342.56000000,0.00090000,fill_bid_1755867529809750
2025-08-22T14:58:49.816008,buy,112342.56000000,0.02050000,fill_bid_1755867529816007
2025-08-22T14:58:49.865522,buy,112342.56000000,0.02670000,fill_bid_1755867529865522
2025-08-22T14:58:49.865555,buy,112342.56000000,0.00170000,fill_bid_1755867529865555
2025-08-22T14:58:49.865585,buy,112342.56000000,0.01600000,fill_bid_1755867529865584
2025-08-22T14:58:49.865615,buy,112342.56000000,0.00635000,fill_bid_1755867529865615
2025-08-22T14:58:49.865645,buy,112342.56000000,0.02670000,fill_bid_1755867529865645
2025-08-22T14:58:49.887597,buy,112342.56000000,0.02147000,fill_bid_1755867529887597
2025-08-22T14:58:49.887628,buy,112342.56000000,0.00005000,fill_bid_1755867529887628
2025-08-22T14:58:49.887652,buy,112342.56000000,0.00005000,fill_bid_1755867529887652
2025-08-22T14:58:49.887676,buy,112342.56000000,0.00005000,fill_bid_1755867529887676
2025-08-22T14:58:49.887700,buy,112342.56000000,0.00045000,fill_bid_1755867529887700
2025-08-22T14:58:49.887724,buy,112342.56000000,0.00005000,fill_bid_1755867529887724
2025-08-22T14:58:49.887747,buy,112342.56000000,0.00005000,fill_bid_1755867529887747
2025-08-22T14:58:49.887770,buy,112342.56000000,0.00005000,fill_bid_1755867529887770
2025-08-22T14:58:49.887793,buy,112342.56000000,0.00005000,fill_bid_1755867529887792
2025-08-22T14:58:49.887817,buy,112342.56000000,0.00005000,fill_bid_1755867529887817
2025-08-22T14:58:49.887840,buy,112342.56000000,0.00005000,fill_bid_1755867529887840
2025-08-22T14:58:49.887864,buy,112342.56000000,0.00005000,fill_bid_1755867529887864
2025-08-22T14:58:49.887886,buy,112342.56000000,0.00005000,fill_bid_1755867529887886
2025-08-22T14:58:49.887908,buy,112342.56000000,0.00133000,fill_bid_1755867529887908
2025-08-22T14:58:49.887931,buy,112342.56000000,0.00290000,fill_bid_1755867529887930
2025-08-22T14:58:49.887963,buy,112342.56000000,0.02670000,fill_bid_1755867529887962
2025-08-22T14:58:50.037670,buy,112342.56000000,0.00340000,fill_bid_1755867530037670
2025-08-22T14:58:50.065241,sell,112342.57000000,0.00158000,fill_ask_1755867530065241
2025-08-22T14:58:50.304460,sell,112342.57000000,0.00095000,fill_ask_1755867530304460
2025-08-22T14:58:50.462346,sell,112342.57000000,0.00089000,fill_ask_1755867530462347
2025-08-22T14:58:50.560393,sell,112342.57000000,0.00436000,fill_ask_1755867530560394
2025-08-22T14:58:51.064707,buy,112342.56000000,0.00572000,fill_bid_1755867531064708
2025-08-22T14:58:51.115173,buy,112342.56000000,0.00016000,fill_bid_1755867531115173
2025-08-22T14:58:51.122554,buy,112342.56000000,0.00310000,fill_bid_1755867531122554
2025-08-22T14:58:51.275741,sell,112342.57000000,0.00057000,fill_ask_1755867531275740
2025-08-22T14:58:51.527264,buy,112342.56000000,0.00007000,fill_bid_1755867531527264
2025-08-22T14:58:51.926517,sell,112342.57000000,0.00005000,fill_ask_1755867531926517
2025-08-22T14:58:52.074129,sell,112342.57000000,0.00062000,fill_ask_1755867532074128
2025-08-22T14:58:52.393260,buy,112342.56000000,0.05000000,fill_bid_1755867532393261
2025-08-22T14:58:52.393414,buy,112342.56000000,0.01512000,fill_bid_1755867532393413
2025-08-22T14:58:52.393703,buy,112342.56000000,0.05000000,fill_bid_1755867532393703
2025-08-22T14:58:52.544903,buy,112342.56000000,0.00373000,fill_bid_1755867532544902
2025-08-22T14:58:52.663782,buy,112342.56000000,0.00228000,fill_bid_1755867532663782
2025-08-22T14:58:52.666717,sell,112342.57000000,0.00008000,fill_ask_1755867532666716
2025-08-22T14:58:52.828724,buy,112342.56000000,0.00065000,fill_bid_1755867532828725
2025-08-22T14:58:52.874681,buy,112342.56000000,0.00264000,fill_bid_1755867532874682
2025-08-22T14:58:52.912238,sell,112342.57000000,0.00007000,fill_ask_1755867532912239
2025-08-22T14:58:53.008568,buy,112342.56000000,0.00356000,fill_bid_1755867533008568
2025-08-22T14:58:53.275484,buy,112342.56000000,0.03023000,fill_bid_1755867533275483
2025-08-22T14:58:53.275564,buy,112342.56000000,0.01020000,fill_bid_1755867533275564
2025-08-22T14:58:53.351791,sell,112342.57000000,0.00013000,fill_ask_1755867533351791
2025-08-22T14:58:53.598026,buy,112342.56000000,0.00026000,fill_bid_1755867533598027
2025-08-22T14:58:53.886570,buy,112342.56000000,0.00526000,fill_bid_1755867533886570
2025-08-22T14:58:53.894240,buy,112342.56000000,0.00100000,fill_bid_1755867533894241
2025-08-22T14:58:53.906949,buy,112342.56000000,0.00550000,fill_bid_1755867533906949
2025-08-22T14:58:53.916903,buy,112342.56000000,0.00200000,fill_bid_1755867533916903
2025-08-22T14:58:53.918640,buy,112342.56000000,0.00007000,fill_bid_1755867533918640
2025-08-22T14:58:53.922174,buy,112342.56000000,0.00131000,fill_bid_1755867533922174
2025-08-22T14:58:53.929690,buy,112342.56000000,0.00010000,fill_bid_1755867533929690
2025-08-22T14:58:53.937313,buy,112342.56000000,0.02670000,fill_bid_1755867533937313
2025-08-22T14:58:53.945977,buy,112342.56000000,0.00005000,fill_bid_1755867533945977
2025-08-22T14:58:53.946084,buy,112342.56000000,0.00005000,fill_bid_1755867533946084
2025-08-22T14:58:53.946180,buy,112342.56000000,0.00005000,fill_bid_1755867533946180
2025-08-22T14:58:53.946274,buy,112342.56000000,0.00032000,fill_bid_1755867533946274
2025-08-22T14:58:53.946366,buy,112342.56000000,0.00445000,fill_bid_1755867533946365
2025-08-22T14:58:53.946458,buy,112342.56000000,0.00005000,fill_bid_1755867533946458
2025-08-22T14:58:53.946553,buy,112342.56000000,0.00005000,fill_bid_1755867533946553
2025-08-22T14:58:53.946645,buy,112342.56000000,0.00010000,fill_bid_1755867533946645
2025-08-22T14:58:53.946737,buy,112342.56000000,0.00005000,fill_bid_1755867533946736
2025-08-22T14:58:53.946828,buy,112342.56000000,0.00005000,fill_bid_1755867533946828
2025-08-22T14:58:53.946920,buy,112342.56000000,0.00005000,fill_bid_1755867533946920
2025-08-22T14:58:53.947011,buy,112342.56000000,0.00005000,fill_bid_1755867533947011
2025-08-22T14:58:53.947105,buy,112342.56000000,0.00218000,fill_bid_1755867533947105
2025-08-22T14:58:53.947999,buy,112342.56000000,0.00302000,fill_bid_1755867533947999
2025-08-22T14:58:53.948096,buy,112342.56000000,0.00005000,fill_bid_1755867533948096
2025-08-22T14:58:53.948189,buy,112342.56000000,0.00005000,fill_bid_1755867533948189
2025-08-22T14:58:53.948287,buy,112342.56000000,0.00005000,fill_bid_1755867533948287
2025-08-22T14:58:53.948379,buy,112342.56000000,0.00005000,fill_bid_1755867533948378
2025-08-22T14:58:53.948470,buy,112342.56000000,0.00005000,fill_bid_1755867533948470
2025-08-22T14:58:53.948562,buy,112342.56000000,0.00005000,fill_bid_1755867533948562
2025-08-22T14:58:53.948714,buy,112342.56000000,0.00133000,fill_bid_1755867533948714
2025-08-22T14:58:53.948828,buy,112342.56000000,0.00005000,fill_bid_1755867533948828
2025-08-22T14:58:53.948927,buy,112342.56000000,0.00005000,fill_bid_1755867533948927
2025-08-22T14:58:53.949024,buy,112342.56000000,0.00010000,fill_bid_1755867533949024
2025-08-22T14:58:53.949164,buy,112342.56000000,0.00010000,fill_bid_1755867533949164
2025-08-22T14:58:53.949268,buy,112342.56000000,0.00010000,fill_bid_1755867533949267
2025-08-22T14:58:53.949403,buy,112342.56000000,0.00005000,fill_bid_1755867533949402
2025-08-22T14:58:53.949505,buy,112342.56000000,0.00005000,fill_bid_1755867533949505
2025-08-22T14:58:53.949599,buy,112342.56000000,0.00005000,fill_bid_1755867533949599
2025-08-22T14:58:53.949692,buy,112342.56000000,0.00005000,fill_bid_1755867533949692
2025-08-22T14:58:53.949796,buy,112342.56000000,0.00005000,fill_bid_1755867533949796
2025-08-22T14:58:53.949890,buy,112342.56000000,0.00005000,fill_bid_1755867533949890
2025-08-22T14:58:53.949981,buy,112342.56000000,0.00005000,fill_bid_1755867533949981
2025-08-22T14:58:53.950072,buy,112342.56000000,0.00005000,fill_bid_1755867533950072
2025-08-22T14:58:53.950164,buy,112342.56000000,0.00005000,fill_bid_1755867533950164
2025-08-22T14:58:53.950256,buy,112342.56000000,0.00005000,fill_bid_1755867533950256
2025-08-22T14:58:53.950350,buy,112342.56000000,0.00010000,fill_bid_1755867533950350
2025-08-22T14:58:53.955501,buy,112342.56000000,0.00242000,fill_bid_1755867533955502
2025-08-22T14:58:53.960762,buy,112342.56000000,0.00044000,fill_bid_1755867533960763
2025-08-22T14:58:53.964061,buy,112342.56000000,0.01396000,fill_bid_1755867533964061
2025-08-22T14:58:53.967068,buy,112342.56000000,0.00044000,fill_bid_1755867533967069
2025-08-22T14:58:54.048643,buy,112342.50000000,0.00005000,fill_bid_1755867534048644
2025-08-22T14:58:54.048762,buy,112342.50000000,0.00010000,fill_bid_1755867534048762
2025-08-22T14:58:54.048857,buy,112342.50000000,0.00005000,fill_bid_1755867534048857
2025-08-22T14:58:54.048950,buy,112342.50000000,0.00005000,fill_bid_1755867534048950
2025-08-22T14:58:54.049041,buy,112342.50000000,0.00010000,fill_bid_1755867534049040
2025-08-22T14:58:54.049132,buy,112342.50000000,0.00010000,fill_bid_1755867534049132
2025-08-22T14:58:54.049224,buy,112342.50000000,0.00005000,fill_bid_1755867534049224
2025-08-22T14:58:54.049317,buy,112342.50000000,0.00005000,fill_bid_1755867534049317
2025-08-22T14:58:54.049407,buy,112342.50000000,0.00005000,fill_bid_1755867534049407
2025-08-22T14:58:54.049498,buy,112342.50000000,0.00005000,fill_bid_1755867534049498
2025-08-22T14:58:54.049593,buy,112342.50000000,0.00005000,fill_bid_1755867534049593
2025-08-22T14:58:54.049683,buy,112342.50000000,0.00005000,fill_bid_1755867534049682
2025-08-22T14:58:54.049773,buy,112342.50000000,0.00005000,fill_bid_1755867534049773
2025-08-22T14:58:54.049861,buy,112342.50000000,0.00005000,fill_bid_1755867534049861
2025-08-22T14:58:54.049951,buy,112342.50000000,0.00005000,fill_bid_1755867534049951
2025-08-22T14:58:54.050041,buy,112342.50000000,0.00005000,fill_bid_1755867534050041
2025-08-22T14:58:54.050131,buy,112342.50000000,0.00005000,fill_bid_1755867534050130
2025-08-22T14:58:54.050221,buy,112342.50000000,0.00005000,fill_bid_1755867534050222
2025-08-22T14:58:54.050311,buy,112342.50000000,0.00005000,fill_bid_1755867534050310
2025-08-22T14:58:54.050400,buy,112342.50000000,0.00005000,fill_bid_1755867534050400
2025-08-22T14:58:54.050490,buy,112342.50000000,0.00005000,fill_bid_1755867534050490
2025-08-22T14:58:54.050581,buy,112342.50000000,0.00005000,fill_bid_1755867534050581
2025-08-22T14:58:54.050671,buy,112342.50000000,0.00005000,fill_bid_1755867534050672
2025-08-22T14:58:54.050762,buy,112342.50000000,0.00005000,fill_bid_1755867534050762
2025-08-22T14:58:54.050853,buy,112342.50000000,0.00010000,fill_bid_1755867534050853
2025-08-22T14:58:54.050943,buy,112342.50000000,0.00029000,fill_bid_1755867534050943
2025-08-22T14:58:54.051032,buy,112342.50000000,0.00005000,fill_bid_1755867534051032
2025-08-22T14:58:54.051124,buy,112342.50000000,0.00005000,fill_bid_1755867534051123
2025-08-22T14:58:54.051215,buy,112342.50000000,0.00005000,fill_bid_1755867534051215
2025-08-22T14:58:54.051307,buy,112342.50000000,0.00005000,fill_bid_1755867534051307
2025-08-22T14:58:54.051398,buy,112342.50000000,0.00005000,fill_bid_1755867534051399
2025-08-22T14:58:54.051489,buy,112342.50000000,0.00005000,fill_bid_1755867534051489
2025-08-22T14:58:54.051580,buy,112342.50000000,0.00005000,fill_bid_1755867534051580
2025-08-22T14:58:54.051671,buy,112342.50000000,0.00005000,fill_bid_1755867534051671
2025-08-22T14:58:54.051763,buy,112342.50000000,0.00005000,fill_bid_1755867534051763
2025-08-22T14:58:54.051854,buy,112342.50000000,0.00005000,fill_bid_1755867534051854
2025-08-22T14:58:54.051943,buy,112342.50000000,0.00005000,fill_bid_1755867534051942
2025-08-22T14:58:54.052034,buy,112342.50000000,0.00005000,fill_bid_1755867534052034
2025-08-22T14:58:54.052124,buy,112342.50000000,0.00005000,fill_bid_1755867534052123
2025-08-22T14:58:54.052214,buy,112342.50000000,0.00005000,fill_bid_1755867534052214
2025-08-22T14:58:54.052294,buy,112342.50000000,0.00005000,fill_bid_1755867534052293
2025-08-22T14:58:54.052374,buy,112342.50000000,0.00005000,fill_bid_1755867534052374
2025-08-22T14:58:54.052457,buy,112342.50000000,0.00935000,fill_bid_1755867534052456
2025-08-22T14:58:54.052646,buy,112342.50000000,0.00401000,fill_bid_1755867534052646
2025-08-22T14:58:54.052727,buy,112342.50000000,0.00005000,fill_bid_1755867534052727
2025-08-22T14:58:54.052806,buy,112342.50000000,0.00005000,fill_bid_1755867534052806
2025-08-22T14:58:54.052893,buy,112342.50000000,0.00005000,fill_bid_1755867534052893
2025-08-22T14:58:54.052973,buy,112342.50000000,0.00005000,fill_bid_1755867534052973
2025-08-22T14:58:54.053059,buy,112342.50000000,0.00005000,fill_bid_1755867534053059
2025-08-22T14:58:54.053137,buy,112342.50000000,0.00005000,fill_bid_1755867534053136
2025-08-22T14:58:54.053216,buy,112342.50000000,0.00005000,fill_bid_1755867534053216
2025-08-22T14:58:54.053296,buy,112342.50000000,0.00005000,fill_bid_1755867534053296
2025-08-22T14:58:54.053376,buy,112342.50000000,0.00005000,fill_bid_1755867534053376
2025-08-22T14:58:54.053456,buy,112342.50000000,0.00005000,fill_bid_1755867534053455
2025-08-22T14:58:54.053535,buy,112342.50000000,0.00005000,fill_bid_1755867534053535
2025-08-22T14:58:54.053615,buy,112342.50000000,0.00005000,fill_bid_1755867534053615
2025-08-22T14:58:54.053695,buy,112342.50000000,0.00005000,fill_bid_1755867534053695
2025-08-22T14:58:54.053775,buy,112342.50000000,0.00005000,fill_bid_1755867534053775
2025-08-22T14:58:54.053854,buy,112342.50000000,0.00005000,fill_bid_1755867534053854
2025-08-22T14:58:54.053933,buy,112342.50000000,0.00005000,fill_bid_1755867534053933
2025-08-22T14:58:54.054012,buy,112342.50000000,0.00005000,fill_bid_1755867534054011
2025-08-22T14:58:54.054092,buy,112342.50000000,0.00100000,fill_bid_1755867534054092
2025-08-22T14:58:54.054172,buy,112342.50000000,0.00010000,fill_bid_1755867534054171
2025-08-22T14:58:54.054251,buy,112342.50000000,0.00005000,fill_bid_1755867534054251
2025-08-22T14:58:54.054330,buy,112342.50000000,0.00005000,fill_bid_1755867534054330
2025-08-22T14:58:54.054417,buy,112342.50000000,0.00005000,fill_bid_1755867534054417
2025-08-22T14:58:54.066285,buy,112342.50000000,0.00010000,fill_bid_1755867534066286
2025-08-22T14:58:54.066391,buy,112342.50000000,0.00005000,fill_bid_1755867534066391
2025-08-22T14:58:54.066485,buy,112342.50000000,0.00010000,fill_bid_1755867534066485
2025-08-22T14:58:54.066577,buy,112342.50000000,0.00010000,fill_bid_1755867534066578
2025-08-22T14:58:54.066668,buy,112342.50000000,0.00005000,fill_bid_1755867534066668
2025-08-22T14:58:54.066760,buy,112342.50000000,0.00005000,fill_bid_1755867534066759
2025-08-22T14:58:54.066851,buy,112342.50000000,0.00005000,fill_bid_1755867534066851
2025-08-22T14:58:54.066940,buy,112342.50000000,0.00005000,fill_bid_1755867534066939
2025-08-22T14:58:54.067030,buy,112342.50000000,0.00005000,fill_bid_1755867534067031
2025-08-22T14:58:54.067121,buy,112342.50000000,0.00005000,fill_bid_1755867534067122
2025-08-22T14:58:54.067218,buy,112342.50000000,0.00005000,fill_bid_1755867534067217
2025-08-22T14:58:54.067307,buy,112342.50000000,0.00005000,fill_bid_1755867534067307
2025-08-22T14:58:54.067397,buy,112342.50000000,0.00005000,fill_bid_1755867534067397
2025-08-22T14:58:54.067487,buy,112342.50000000,0.00005000,fill_bid_1755867534067487
2025-08-22T14:58:54.067577,buy,112342.50000000,0.00005000,fill_bid_1755867534067577
2025-08-22T14:58:54.067667,buy,112342.50000000,0.00005000,fill_bid_1755867534067668
2025-08-22T14:58:54.067757,buy,112342.50000000,0.00005000,fill_bid_1755867534067757
2025-08-22T14:58:54.067846,buy,112342.50000000,0.00005000,fill_bid_1755867534067847
2025-08-22T14:58:54.067936,buy,112342.50000000,0.00005000,fill_bid_1755867534067936
2025-08-22T14:58:54.068027,buy,112342.50000000,0.00005000,fill_bid_1755867534068026
2025-08-22T14:58:54.068118,buy,112342.50000000,0.00005000,fill_bid_1755867534068118
2025-08-22T14:58:54.068207,buy,112342.50000000,0.00005000,fill_bid_1755867534068207
2025-08-22T14:58:54.068297,buy,112342.50000000,0.00005000,fill_bid_1755867534068297
2025-08-22T14:58:54.068386,buy,112342.50000000,0.00005000,fill_bid_1755867534068387
2025-08-22T14:58:54.068476,buy,112342.50000000,0.00010000,fill_bid_1755867534068476
2025-08-22T14:58:54.068566,buy,112342.50000000,0.00005000,fill_bid_1755867534068566
2025-08-22T14:58:54.068654,buy,112342.50000000,0.00005000,fill_bid_1755867534068655
2025-08-22T14:58:54.068743,buy,112342.50000000,0.00010000,fill_bid_1755867534068744
2025-08-22T14:58:54.068835,buy,112342.50000000,0.00005000,fill_bid_1755867534068835
2025-08-22T14:58:54.068924,buy,112342.50000000,0.00005000,fill_bid_1755867534068925
2025-08-22T14:58:54.069014,buy,112342.50000000,0.00005000,fill_bid_1755867534069014
2025-08-22T14:58:54.069104,buy,112342.50000000,0.00005000,fill_bid_1755867534069104
2025-08-22T14:58:54.069194,buy,112342.50000000,0.00005000,fill_bid_1755867534069195
2025-08-22T14:58:54.069357,buy,112342.50000000,0.00005000,fill_bid_1755867534069357
2025-08-22T14:58:54.069473,buy,112342.50000000,0.00005000,fill_bid_1755867534069473
2025-08-22T14:58:54.069571,buy,112342.50000000,0.00005000,fill_bid_1755867534069571
2025-08-22T14:58:54.069669,buy,112342.50000000,0.00005000,fill_bid_1755867534069669
2025-08-22T14:58:54.069766,buy,112342.50000000,0.00005000,fill_bid_1755867534069765
2025-08-22T14:58:54.069856,buy,112342.50000000,0.00005000,fill_bid_1755867534069856
2025-08-22T14:58:54.069950,buy,112342.50000000,0.00005000,fill_bid_1755867534069951
2025-08-22T14:58:54.070031,buy,112342.50000000,0.00226000,fill_bid_1755867534070031
2025-08-22T14:58:54.070110,buy,112342.50000000,0.01000000,fill_bid_1755867534070109
2025-08-22T14:58:54.070195,buy,112342.50000000,0.00173000,fill_bid_1755867534070195
2025-08-22T14:58:54.070277,buy,112342.50000000,0.00005000,fill_bid_1755867534070277
2025-08-22T14:58:54.121953,buy,112341.18000000,0.00260000,fill_bid_1755867534121954
